StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_1,Q1_2,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_4_TEXT,Q19,Q20,Q21,Q22,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_6_TEXT,Q31,Q32,Q32_4_TEXT,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q39_7_TEXT,Q40,Q40_8_TEXT,Q41,Q41_4_TEXT,ResponseType
12/22/21 21:52,12/22/21 22:13,100,1283,TRUE,12/22/21 22:13,R_1qh27R2zk15v0Tk,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,growth,"Heard of it, but don't know details",8,1,6,5,7,3,4,2,Positive,Positive,No,,Unsure,No,,,Yes,4-Jan,No,Wild caught,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Don't know,Agree,Don't know,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Don't know,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Don't know,Strongly Agree,Agree,Agree,6,5,1,2,3,4,2,3,5,1,4,6,none,1931,Man,,Black or African American,Master's degree,$25K - $50K,6,91360,Democrat,"healthcare,other",Retired,None,,,,1
12/22/21 22:30,12/22/21 23:10,100,2451,TRUE,12/22/21 23:10,R_2EnStDFYq785j8b,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Strongly opposed,Seaweed,,,,,Never heard of it,8,6,7,5,4,3,1,2,Very Negative,Very Negative,No,,No,No,,,Yes,4-Jan,No,No preference,Don't know,Don't know,Strongly Agree,Don't know,Strongly Disagree,Don't know,Don't know,Strongly Agree,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,3,5,1,6,2,4,2,3,1,4,5,6,,1992,Man,,White/Caucasian,Some college coursework completed,< $25K,4,93105,Indpendent,service industry,,Supplier,,,,1
12/22/21 22:35,12/22/21 22:43,100,470,TRUE,12/22/21 22:43,R_3inlYx6BWvjW4Yv,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Neither opposed nor in support,Agriculture ,,,,,,,Basic understanding,4,3,2,5,1,7,8,6,Positive,Positive,No,,Yes,No,"Fish,Seaweed",,No,,,,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,2,3,4,5,6,,,,,,,,,Man,,Black or African American,Bachelor's degree,< $25K,5,93065,Democrat,other,Insurance ,None,,,,2
12/22/21 22:40,12/22/21 22:45,100,356,TRUE,12/22/21 22:45,R_sHePXgNfp5ieWjv,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Neither opposed nor in support,,,,,,"Heard of it, but don't know details",1,4,2,6,3,5,7,8,Positive,Positive,Yes,1-5 days,Yes,No,"Fish,Seaweed",,Yes,4-Jan,No,Wild caught,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,4,6,1,2,3,5,1,4,2,3,5,6,,2000,Woman,,Hispanic or Latinx,High School or equivalent GED,< $25K,4,93030,Indpendent,education,,Employee,,,,1
12/22/21 22:57,12/22/21 23:07,100,612,TRUE,12/22/21 23:07,R_eM82KOHwnW6iHPr,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Somewhat supportive,Water,Basic understanding,7,8,4,3,5,6,1,2,Very Positive,Positive,,,Yes,Yes,Fish,,Yes,4-Jan,No,No preference,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Don't know,Agree,Agree,Agree,Don't know,Agree,Disagree,Disagree,Strongly Agree,Don't know,Neutral,Neutral,Agree,Agree,Agree,Neutral,Don't know,Disagree,Neutral,Agree,Agree,Agree,4,5,1,2,3,6,3,4,2,5,1,6,,1997,Woman,,Hispanic or Latinx,Bachelor's degree,< $25K,1,93013,Something else,non-profit,,Employee,,,,1
12/22/21 22:59,12/22/21 23:03,100,237,TRUE,12/22/21 23:03,R_27lLRTaD047CwiI,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Neither opposed nor in support,Sushi,,,"Heard of it, but don't know details",8,2,1,7,3,6,5,4,Neutral,Positive,Yes,1-5 days,No,No,,,Yes,8-Apr,No,Wild caught,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,Don't know,Don't know,Strongly Agree,Strongly Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Strongly Agree,Don't know,Don't know,4,5,2,3,6,1,3,4,5,2,1,6,,2001,Man,,Hispanic or Latinx,Some college coursework completed,$25K - $50K,3,91301,Democrat,other,,None,,,,0
12/22/21 23:03,12/22/21 23:39,100,2169,TRUE,12/22/21 23:39,R_1o8f00NjsiWu8PU,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Strongly supportive,,,,,,Very familiar,1,3,5,7,6,4,2,8,Very Positive,Very Positive,Yes,1-5 days,Yes,Unsure,Shellfish,,Yes,4-Jan,Yes,Wild caught,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Don't know,Don't know,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,6,2,3,4,5,1,2,3,4,1,5,6,,1962,Man,,White/Caucasian,Some college coursework completed,$25K - $50K,1,93003,Indpendent,service industry,,None,,,,1
12/22/21 23:22,12/22/21 23:38,100,956,TRUE,12/22/21 23:38,R_qQ38Td4QCWhzJap,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Neither opposed nor in support,Ocean,,,,,,,Basic understanding,4,1,8,3,5,7,2,6,Positive,Positive,Yes,5-10 days,Yes,No,"Shellfish,Seaweed",,Yes,12-Aug,Yes,Wild caught,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Agree,4,5,1,2,3,6,2,5,3,1,4,6,,1974,Man,,Hispanic or Latinx,Some college coursework completed,$100K - $125K,5,93454,Democrat,other,Construction ,Other,Relatives work in ,,,1
12/22/21 23:24,12/22/21 23:39,100,875,TRUE,12/22/21 23:39,R_1QgUxxZamOSg9Oh,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat supportive,,,,Basic understanding,1,5,7,2,8,6,3,4,Very Positive,Positive,Yes,1-5 days,Unsure,No,,,Yes,8-Apr,Yes,Wild caught,Disagree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,1,6,4,3,5,2,2,3,4,1,5,6,,1948,Man,,"Hispanic or Latinx,White/Caucasian",Associate degree,$25K - $50K,1,93063,Indpendent,other,retired,Customer,,,,1
12/23/21 8:02,12/23/21 8:11,100,550,TRUE,12/23/21 8:11,R_2AQFKbIKBa7wwAb,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Strongly supportive,Food,,,,,,,Basic understanding,7,8,4,5,3,1,2,6,Very Positive,Very Positive,Yes,5-10 days,Yes,No,"Fish,Shellfish,Seaweed",,Yes,8-Apr,Yes,No preference,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,5,6,3,1,2,4,1,2,3,4,5,6,,1957,Man,,White/Caucasian,Master's degree,< $25K,2,91362,Republican,other,Real estate,Customer,,,,1
12/23/21 8:11,12/23/21 8:36,100,1488,TRUE,12/23/21 8:36,R_10GUcIMtGA64UYE,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,agriculture,"Heard of it, but don't know details",3,1,2,7,6,5,4,8,Positive,Positive,Yes,1-5 days,Unsure,No,,,Yes,4-Jan,Yes,Wild caught,Disagree,Agree,Neutral,Disagree,Agree,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Agree,Don't know,Agree,Don't know,Don't know,Disagree,Agree,Don't know,Agree,Agree,Strongly Agree,Don't know,Don't know,Neutral,,Neutral,Agree,Agree,Don't know,6,5,1,3,2,4,4,2,3,1,5,6,,1954,Man,,White/Caucasian,Some college coursework completed,$50K - $75K,2,93023,Democrat,other,retired,None,,,,1
12/23/21 8:53,12/23/21 8:57,100,254,TRUE,12/23/21 8:57,R_3DhkZnMDKvKnoWw,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Neither opposed nor in support,,,,Never heard of it,,,,,,,,,Unsure/Not familiar,Unsure/Not familiar,Yes,5-10 days,No,No,,,No,,,,Don't know,Don't know,Don't know,Agree,Agree,Strongly Agree,Disagree,Don't know,Neutral,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,,,,,,,,,,,,,,1996,Man,,White/Caucasian,High School or equivalent GED,$75K - $100K,5,93063,Republican,other,Retail ,Customer,,,,2
12/23/21 9:42,12/23/21 9:49,100,425,TRUE,12/23/21 9:49,R_1q8ULxM1Y14O00L,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Somewhat supportive,,,,,,Basic understanding,3,4,6,7,1,2,8,5,Positive,Positive,Yes,1-5 days,No,Yes,"Fish,Shellfish,Seaweed",,No,,,,,,,,Agree,,,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,6,5,2,4,3,1,2,3,1,4,5,6,School system education,1972,Woman,,Hispanic or Latinx,Technical or occupational certificate,$50K - $75K,3,93030,Indpendent,government,,Customer,,,,1
12/23/21 10:00,12/23/21 10:07,100,416,TRUE,12/23/21 10:07,R_2ruXo1qqUZeWzgW,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Somewhat supportive,soup,,,,,,,"Heard of it, but don't know details",6,5,1,2,4,3,7,8,Very Positive,Positive,No,,Yes,No,Shellfish,,Yes,4-Jan,No,No preference,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,5,2,4,6,1,3,2,4,5,1,3,6,,1926,Man,,White/Caucasian,Some college coursework completed,$75K - $100K,4,93455,Republican,government,,Customer,,,,1
12/23/21 10:02,12/23/21 10:08,100,366,TRUE,12/23/21 10:08,R_2YEtI315jlkxSoa,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,,"Heard of it, but don't know details",7,5,8,2,4,1,6,3,Positive,Positive,Yes,1-5 days,No,No,,,Yes,8-Apr,Yes,Wild caught,Don't know,Don't know,Don't know,Don't know,Don't know,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,3,1,2,4,5,6,2,1,3,4,5,6,,1949,Man,,White/Caucasian,Master's degree,$50K - $75K,2,93458,Democrat,education,,None,,,,1
12/23/21 10:30,12/23/21 10:47,100,1016,TRUE,12/23/21 10:47,R_1IoPwSaGsqoOhmF,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Somewhat supportive,,,,,,,,"Heard of it, but don't know details",5,2,1,6,4,7,3,8,Very Positive,Very Positive,Yes,1-5 days,Unsure,Unsure,,,Yes,4-Jan,Yes,Wild caught,Disagree,Agree,Disagree,Don't know,Agree,Don't know,Don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Disagree,Agree,Agree,Neutral,Don't know,Strongly Disagree,Don't know,Don't know,Don't know,Don't know,Neutral,Agree,Agree,Agree,2,3,4,5,6,1,2,3,4,1,5,6,,1948,Man,,White/Caucasian,PhD,$75K - $100K,2,91320,Republican,service industry,,None,,,,1
12/23/21 10:31,12/23/21 10:39,100,493,TRUE,12/23/21 10:39,R_3DnDCdPM26Tozh4,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Somewhat supportive,TESTPANEL,,,,,Basic understanding,7,4,5,3,8,2,1,6,Positive,Positive,Yes,1-5 days,No,No,,,Yes,8-Apr,Yes,Wild caught,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Neutral,Don't know,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,3,5,2,4,6,1,2,4,5,1,3,6,,1995,Man,,Black or African American,Bachelor's degree,$50K - $75K,4,93101,Democrat,healthcare,,None,,,,2
12/23/21 11:02,12/23/21 11:07,100,315,TRUE,12/23/21 11:07,R_1dmqZQkMCZpVAaf,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Somewhat supportive,Cool ,,,,,Basic understanding,8,2,1,5,7,3,6,4,Positive,Positive,Yes,5-10 days,Yes,Yes,"Fish,Seaweed",,Yes,8-Apr,Yes,Wild caught,Disagree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,4,5,2,1,6,3,4,2,1,5,3,6,,1994,Woman,,White/Caucasian,Some college coursework completed,$50K - $75K,3,85035,Democrat,government,,Employee,,,,1
12/23/21 11:13,12/23/21 11:21,100,456,TRUE,12/23/21 11:21,R_2uV3QG7gJoNpgtD,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat supportive,Farming,,,Basic understanding,3,2,1,5,4,8,6,7,Very Positive,Very Positive,Yes,1-5 days,Yes,No,"Fish,Seaweed",,Yes,8-Apr,No,No preference,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,4,1,5,2,6,3,2,3,4,1,6,5,hearsay,1963,Man,,"Black or African American,Middle Eastern or North African,White/Caucasian",Master's degree,$50K - $75K,1,93436,Indpendent,education,,Customer,,,,1
12/23/21 11:26,12/23/21 11:34,100,451,TRUE,12/23/21 11:34,R_1PckFZO1a9zf7Tw,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Somewhat supportive,Seaweed,,,,,"Heard of it, but don't know details",4,5,2,6,1,7,8,3,Very Positive,Very Positive,Yes,15+ days,No,No,,,Yes,12+,No,No preference,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,3,2,4,5,6,1,5,3,2,4,1,6,,1967,Woman,,White/Caucasian,Technical or occupational certificate,Prefer not to state,2,93063,Democrat,healthcare,,None,,,,1
12/23/21 11:40,12/23/21 12:25,100,2677,TRUE,12/23/21 12:25,R_2wtcyby4JdkdwTm,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Neither opposed nor in support,Sustainable ,,,"Heard of it, but don't know details",1,2,4,5,7,8,3,6,Very Positive,Very Positive,Yes,1-5 days,Yes,No,Don't know type,,Yes,8-Apr,Yes,Farmed,Disagree,Agree,Neutral,Disagree,Agree,Don't know,Don't know,Disagree,Agree,Agree,Strongly Agree,Don't know,Agree,Agree,Don't know,Disagree,Disagree,Don't know,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,4,5,1,2,6,3,1,4,5,2,3,6,,1968,Woman,,White/Caucasian,Some college coursework completed,$25K - $50K,2,93065,Republican,healthcare,,None,,,,1
12/23/21 11:46,12/23/21 12:01,100,893,TRUE,12/23/21 12:01,R_OlngMGgWIonFmAV,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Somewhat opposed,Seaweed,Basic understanding,4,7,5,2,8,1,3,6,Positive,Positive,Yes,1-5 days,Yes,No,"Fish,Shellfish,Seaweed",,Yes,4-Jan,Yes,Wild caught,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,5,6,1,2,3,4,2,1,3,5,4,6,,1992,Woman,,White/Caucasian,Bachelor's degree,$25K - $50K,3,93001,Republican,service industry,,Customer,,,,1
